46e252,2024-10-02 13:48:57,OPEN,,
b83121,2024-10-23 10:26:36,OPEN,,
522708,2024-10-30 18:59:03,OPEN,,
3f63d9,2024-10-30 19:00:23,SELF,https://github.com/qxcodefup/arcade/blob/master/wiki/ts_base/fup_leitura.md,9
1bd506,2024-10-30 19:42:22,OPEN,,
